LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC;BAD
9800;79405;111563;DebtCon;Office;0,00;0;0;240,94;1;38;19,33;0
9800;74962;108730;HomeImp;ProfExe;4,00;0;1;76,39;1;33;37,32;0
9800;36500;54000;HomeImp;Other;17,00;0;1;105,67;5;19;0,00;1
9800;81199;206201;HomeImp;Self;12,00;0;0;2,82;0;7;21,28;0
9800;49287;69831;DebtCon;Mgr;2,00;0;0;182,99;2;16;29,71;0
9800;62826;65912;HomeImp;Other;6,00;0;0;132,75;0;34;37,59;0
9800;49298;73426;HomeImp;Office;9,00;3;1;242,39;1;29;34,69;0
9800;69919;100267;DebtCon;Other;16,00;0;0;130,89;3;15;26,84;0
9800;32550;52554;DebtCon;Other;12,00;0;0;229,51;1;32;37,92;0
9800;54681;74097;DebtCon;Other;2,00;0;1;106,89;3;18;36,62;0
9800;53643;113161;DebtCon;ProfExe;5,00;0;1;230,30;0;9;23,77;0
9800;80267;209931;HomeImp;Self;14,00;0;0;0,51;0;8;19,97;0
9800;78022;103466;DebtCon;Mgr;1,00;0;0;83,84;2;24;37,43;0
9800;0;45197;HomeImp;Other;0,00;0;0;316,53;0;11;29,65;0
9800;52973;65481;HomeImp;Other;10,00;0;0;101,47;2;33;36,88;0
9800;55330;78154;HomeImp;Mgr;2,00;0;1;122,71;0;23;28,90;0
9800;54861;71138;HomeImp;Other;4,00;0;0;258,33;2;16;36,04;0
9800;56188;90143;HomeImp;Other;17,00;0;0;171,41;0;29;25,62;0
9800;79767;93525;DebtCon;Other;0,00;4;0;0,00;0;4;31,29;0
9800;63891;72980;DebtCon;ProfExe;7,00;0;0;32,41;2;24;39,37;0
9800;47126;57365;DebtCon;Other;0,00;0;1;91,14;0;19;38,66;0
9800;55539;73560;DebtCon;Office;4,00;0;0;85,90;1;14;26,33;0
9900;37609;120186;DebtCon;Other;0,00;0;0;176,37;3;30;53,18;1
9900;60488;75507;HomeImp;Other;3,00;0;0;239,43;1;17;38,47;0
9900;35448;58056;DebtCon;Other;11,00;0;0;229,52;1;31;37,30;0
9900;79379;205346;HomeImp;Self;14,00;0;0;20,21;0;7;19,80;0
9900;72674;89909;DebtCon;Office;15,00;0;1;90,96;0;8;27,35;0
9900;88236;104953;DebtCon;ProfExe;1,00;0;0;51,65;0;2;28,62;1
9900;73804;97413;DebtCon;ProfExe;5,00;0;0;107,33;0;25;33,52;0
9900;28432;36605;HomeImp;Office;0,00;0;0;111,53;1;29;37,59;0
9900;52800;66000;HomeImp;Other;29,00;1;3;188,93;1;24;0,00;0
9900;111000;134347;DebtCon;ProfExe;16,00;0;1;180,63;1;33;0,00;0
9900;21400;36600;DebtCon;Self;2,00;0;0;154,20;2;26;0,00;1
9900;8673;37244;DebtCon;Other;4,00;0;0;256,68;0;12;24,50;0
9900;117003;219783;HomeImp;ProfExe;1,00;0;0;130,77;0;14;25,62;0
9900;71371;84865;DebtCon;Mgr;0,00;2;0;94,81;0;12;38,21;1
9900;55231;78708;DebtCon;Office;4,00;0;0;85,80;2;15;24,59;0
9900;47367;114837;DebtCon;ProfExe;4,00;0;0;210,44;0;10;25,04;0
9900;108155;219936;HomeImp;ProfExe;2,00;0;0;126,94;1;15;27,99;0
9900;74009;108371;DebtCon;Office;1,00;0;0;246,09;0;36;17,26;0
9900;82697;100689;DebtCon;ProfExe;3,00;0;0;133,37;0;26;33,59;0
9900;47865;88105;HomeImp;Other;18,00;0;0;203,02;0;17;34,55;0
9900;84920;201713;HomeImp;Self;13,00;0;0;3,04;0;8;21,06;0
9900;54961;70609;DebtCon;Mgr;6,00;0;4;105,93;2;11;40,70;0
9900;26427;87134;HomeImp;ProfExe;20,00;0;0;244,37;0;11;25,00;0
9900;23767;39293;DebtCon;Other;5,00;1;0;145,77;0;9;24,61;1
9900;31244;44138;HomeImp;Mgr;14,00;0;0;60,63;1;9;31,69;0
9900;55342;72357;DebtCon;Mgr;7,00;0;3;112,00;1;11;39,87;0
9900;59206;75690;HomeImp;Office;6,00;0;2;288,40;1;19;30,78;1
9900;83821;124527;HomeImp;Office;30,00;0;0;319,65;1;37;35,77;0
10000;63218;76500;DebtCon;Office;5,00;2;3;183,67;3;30;0,00;0
10000;34350;54146;DebtCon;Other;3,00;0;0;144,42;0;18;31,54;1
10000;75976;91000;DebtCon;Other;10,50;0;0;171,47;5;22;0,00;0
10000;68807;76581;HomeImp;Office;14,00;0;0;237,65;0;32;42,34;0
10000;0;56475;HomeImp;Other;9,00;2;0;309,26;2;12;34,49;0
10000;84580;118924;HomeImp;Office;31,00;0;0;341,94;2;37;35,25;0
10000;22000;41250;HomeImp;Mgr;5,00;0;0;97,97;0;21;0,00;1
10000;86000;111000;DebtCon;Other;6,50;0;1;91,97;3;17;0,00;1
10000;26197;46600;HomeImp;ProfExe;9,00;0;0;165,97;2;9;0,00;1
10000;0;25010;HomeImp;Self;5,00;0;3;326,13;4;17;0,00;1
10000;20500;54600;HomeImp;Self;15,00;0;0;160,33;2;11;0,00;1
10000;186000;225750;HomeImp;ProfExe;2,00;0;0;75,87;0;5;0,00;1
10000;28000;73250;HomeImp;Other;2,00;0;0;28,97;4;12;0,00;1
10000;57238;101500;DebtCon;ProfExe;10,00;0;0;106,83;0;36;0,00;1
10000;31253;65450;DebtCon;Other;21,00;0;0;172,03;0;16;0,00;1
10000;27000;54300;HomeImp;Other;0,30;0;1;91,13;0;6;0,00;1
10000;53297;74925;HomeImp;Other;14,00;0;1;88,53;2;15;0,00;1
10000;7718;77750;DebtCon;Other;8,00;0;0;261,80;0;14;0,00;0
10000;63005;78500;DebtCon;Other;3,00;0;0;171,77;0;35;0,00;0
10000;87579;105000;DebtCon;Other;13,00;0;0;209,97;3;16;0,00;0
10000;0;42497;HomeImp;Mgr;6,00;0;0;165,43;0;9;0,00;0
10000;32000;59000;DebtCon;Office;24,00;0;1;232,33;1;29;0,00;0
10000;31000;58240;DebtCon;Mgr;0,00;0;0;0,00;0;0;0,00;0
10000;71000;97875;HomeImp;ProfExe;8,00;0;0;165,71;0;34;0,00;0
10000;66000;89145;DebtCon;Office;9,00;0;0;215,03;3;29;0,00;0
10000;59764;77870;DebtCon;Sales;7,00;0;0;136,90;0;35;0,00;0
10000;124000;192000;HomeImp;Office;0,00;0;1;346,97;0;16;0,00;0
10000;80000;107900;HomeImp;ProfExe;12,00;0;2;176,53;0;28;0,00;0
10000;34767;51000;HomeImp;Other;23,00;0;1;121,73;0;23;0,00;0
10000;22068;49600;HomeImp;Other;0,90;0;0;247,57;0;11;0,00;0
10000;131589;156000;HomeImp;ProfExe;5,00;0;1;419,03;1;43;0,00;0
10000;147234;175300;HomeImp;Office;6,00;0;0;192,77;1;56;0,00;0
10000;48041;76050;HomeImp;Other;3,00;0;2;185,70;0;13;0,00;0
10000;78000;97400;HomeImp;ProfExe;1,00;0;0;72,03;1;20;0,00;0
10000;64320;102375;DebtCon;Office;10,00;0;0;148,17;1;13;0,00;0
10000;88777,5;112014;DebtCon;ProfExe;13,00;0;0;182,63;2;18;0,00;0
10000;10000;68250;DebtCon;ProfExe;20,00;0;2;398,80;1;12;0,00;0
10000;5200;53095;HomeImp;Other;5,00;3;3;234,33;3;17;0,00;1
10000;19225,53;35500;HomeImp;Office;5,00;0;2;186,00;1;10;0,00;1
10000;62000;80000;DebtCon;Other;5,00;0;1;97,40;4;30;0,00;1
10000;41741;56000;DebtCon;Office;3,00;0;0;20,23;2;6;0,00;1
10000;46946;65000;HomeImp;Office;7,20;0;1;80,10;1;12;0,00;1
10000;75000;103600;HomeImp;Mgr;17,60;0;0;171,43;0;24;0,00;1
10000;99600;125500;DebtCon;Office;8,00;0;0;80,10;3;21;0,00;1
10000;122800;151500;HomeImp;ProfExe;2,00;0;0;205,97;1;23;0,00;1
10000;49000;70000;HomeImp;Other;0,00;0;3;190,73;1;12;0,00;1
10000;48840;58740;HomeImp;Other;15,00;2;2;194,80;0;39;0,00;1
10000;13161;37700;DebtCon;Other;0,00;3;0;79,10;2;9;0,00;1
10000;84000;132965;DebtCon;Sales;30,00;0;0;325,63;1;24;0,00;1
10000;42321;53800;DebtCon;Other;4,00;0;0;275,90;0;19;0,00;1
10000;65000;80000;DebtCon;Other;2,00;0;0;26,37;3;2;0,00;1
10000;76700;97800;DebtCon;Other;25,00;0;10;205,23;3;26;0,00;1
10000;59543;86800;DebtCon;Other;9,00;3;1;152,13;2;51;0,00;1
10000;50070;60670;HomeImp;Other;5,00;2;0;15,23;0;1;0,00;1
10000;16288;48600;DebtCon;Other;24,00;0;0;268,83;1;16;0,00;1
10000;69727;90312;HomeImp;Office;4,50;5;1;122,83;0;17;0,00;1
10000;0;65088;HomeImp;Mgr;3,50;4;5;205,07;2;39;0,00;1
10000;0;79500;DebtCon;ProfExe;19,00;0;0;285,10;2;7;0,00;1
10000;91000;110000;DebtCon;Other;16,00;1;3;123,77;2;22;0,00;1
10000;90700;123370;DebtCon;ProfExe;15,00;2;0;90,30;1;4;0,00;1
10000;34900;48000;HomeImp;Other;3,00;0;0;288,17;1;3;0,00;1
10000;127319;194992;HomeImp;Office;1,00;0;1;337,69;0;16;41,45;0
10000;48769;65328;DebtCon;Office;4,00;0;1;104,70;3;12;39,05;0
10000;133879;157446;HomeImp;ProfExe;6,00;0;1;421,36;1;42;30,61;0
10000;36000;68800;DebtCon;Other;13,00;0;0;118,67;6;15;0,00;1
10000;64375;72418;DebtCon;ProfExe;14,00;0;0;207,62;3;31;38,87;0
10000;114643;130127;DebtCon;Self;5,00;0;1;160,67;0;19;33,92;0
10000;41949;51684;DebtCon;Other;15,00;0;0;84,12;0;12;31,27;0
10100;114590;215784;HomeImp;ProfExe;2,00;0;0;123,17;0;14;27,85;0
10100;45493;54605;HomeImp;Mgr;21,00;0;1;234,59;0;18;36,59;0
10100;87942;106000;DebtCon;Other;13,00;0;0;219,39;2;16;40,75;0
10100;32608;47377;HomeImp;Other;9,00;0;0;67,39;0;3;35,69;0
10100;66393;85605;DebtCon;Office;6,00;1;1;203,70;3;29;37,67;0
10100;0;25300;DebtCon;Other;0,00;1;0;122,30;1;5;0,00;1
10100;68240;84067;DebtCon;Sales;8,00;0;0;131,40;0;35;28,44;0
10100;81263;98536;DebtCon;Mgr;1,00;0;0;73,16;1;23;38,33;0
10100;137299;200339;DebtCon;ProfExe;0,00;0;0;66,36;2;23;35,24;0
10100;47426;68820;DebtCon;Other;16,00;0;4;220,76;0;36;24,02;0
10100;57881;69554;HomeImp;Other;29,00;0;3;189,92;1;24;34,61;0
10100;60200;74000;DebtCon;Other;4,00;0;4;128,87;5;24;0,00;1
10100;68820;78830;DebtCon;Other;2,00;0;0;170,72;0;34;29,21;0
10100;73174;91101;DebtCon;Office;14,00;0;0;77,12;0;8;25,04;0
10100;54873;73085;HomeImp;Other;5,00;0;1;252,25;1;16;38,73;0
10100;49683;55728;DebtCon;Other;0,00;0;0;91,10;0;20;37,13;0
10100;55559;89231;HomeImp;Other;16,00;1;0;175,56;0;29;26,90;0
10100;126358;180305;DebtCon;Other;8,00;0;0;199,35;1;20;32,03;0
10100;58446;71145;HomeImp;Other;4,00;0;1;244,62;1;15;38,12;0
10100;63283;82912;HomeImp;Other;0,00;0;0;99,82;1;7;38,37;0
10100;55738;73266;DebtCon;Office;5,00;0;0;85,64;1;14;24,53;0
10100;93085;110069;DebtCon;Other;13,00;0;0;206,80;3;16;40,57;0
10100;154005;175684;HomeImp;Office;4,00;0;0;189,37;0;56;33,97;0
10200;44000;57000;DebtCon;Other;0,00;1;0;191,73;2;13;0,00;0
10200;70882;98154;DebtCon;Other;16,00;0;0;153,12;3;15;25,12;0
10200;69116;105228;HomeImp;ProfExe;12,00;0;8;122,84;0;36;36,12;1
10200;82630;99250;DebtCon;Other;1,00;0;0;107,53;1;32;40,28;0
10200;55539;65357;DebtCon;Mgr;5,00;0;0;190,95;1;17;28,64;0
10200;51108;68673;DebtCon;Mgr;6,00;0;0;116,68;0;23;42,78;0
10200;59907;71580;DebtCon;ProfExe;14,00;0;0;237,95;2;32;36,40;0
10200;84196;91642;DebtCon;Other;1,00;0;0;104,84;1;32;38,38;0
10200;52310;74117;DebtCon;Other;13,00;0;3;118,70;2;23;0,00;1
10200;77571;102732;HomeImp;ProfExe;6,00;0;0;100,63;0;34;37,36;0
10200;60180;72370;DebtCon;Mgr;5,00;0;0;125,29;0;23;42,50;0
10200;71111;80385;DebtCon;Office;4,00;1;2;170,28;2;29;38,62;0
10200;54900;79000;DebtCon;Office;14,00;0;0;113,63;0;24;0,00;0
10200;8907;59814;HomeImp;Other;7,00;2;0;364,43;1;22;16,06;0
10200;48670;90444;HomeImp;Other;0,00;1;1;89,36;0;7;39,15;1
10200;78628;92090;DebtCon;Other;10,00;1;0;164,32;6;21;38,72;0
10200;38223;60728;DebtCon;Mgr;0,00;0;0;0,00;0;0;35,35;0
10200;34522;43076;HomeImp;Other;9,00;0;0;92,91;0;3;36,85;0
10200;29581;39992;DebtCon;Self;3,00;0;0;149,87;2;26;43,20;1
10200;16322;86505;DebtCon;Other;8,00;0;0;259,16;0;14;21,25;0
10200;80969;100937;DebtCon;Other;9,00;0;0;168,75;4;21;39,70;0
10200;86400;113698;HomeImp;ProfExe;11,00;0;1;181,54;0;27;35,03;0
10200;65803;85155;HomeImp;Other;15,00;0;0;218,48;0;36;36,18;0
10200;79257;105912;HomeImp;ProfExe;3,00;0;0;95,36;0;33;39,39;0
10200;0;64377;HomeImp;Other;0,00;0;0;347,25;0;6;37,77;0
10300;61000;75000;DebtCon;Office;12,00;0;0;251,53;4;37;0,00;0
10300;70147;122124;HomeImp;Other;1,00;0;0;58,90;0;7;58,00;1
10300;54925;84078;HomeImp;Other;2,00;0;1;189,70;0;13;29,13;0
10300;51787;86200;HomeImp;Other;17,00;0;0;203,73;0;16;34,44;0
10300;79243;89840;DebtCon;Office;16,00;0;0;87,83;0;9;24,48;0
10300;0;69085;HomeImp;Other;0,00;0;0;380,28;0;7;36,74;0
10300;46609;63812;DebtCon;Other;1,00;0;0;184,79;2;13;29,14;0
10300;58572;75946;DebtCon;Office;5,00;0;0;85,01;2;14;27,77;0
10300;0;50548;HomeImp;Mgr;5,00;0;0;165,55;0;9;23,89;0
10300;50714;56088;DebtCon;Office;1,00;0;0;163,09;1;21;37,97;0
10300;65382;73817;DebtCon;Other;1,00;0;0;190,65;1;17;34,19;0
10300;74624;96697;DebtCon;Office;7,00;0;0;217,24;3;28;41,51;0
10300;75483;99345;DebtCon;ProfExe;3,00;0;0;133,79;0;25;34,89;0
10300;45275;62724;HomeImp;Other;11,00;0;1;109,32;3;34;37,29;0
10300;59340;84708;HomeImp;Other;13,00;0;0;222,36;1;36;34,93;0
10300;82889;97189;DebtCon;Mgr;2,00;0;0;82,51;2;24;39,54;0
10300;56127;72294;HomeImp;Other;28,00;1;3;184,35;0;24;34,63;0
10300;57902;74355;HomeImp;Other;4,00;0;0;243,63;1;16;36,57;0
10300;39893;55000;DebtCon;Other;1,50;0;1;99,43;2;32;0,00;1
10300;0;51053;HomeImp;Other;10,00;1;0;306,99;2;12;34,48;0
10300;44941;60694;DebtCon;Other;2,00;0;0;85,68;0;20;39,54;0
10400;63505;75811;DebtCon;Other;3,00;0;0;182,09;2;17;33,69;0
10400;66044;83531;HomeImp;Office;12,00;0;0;241,51;0;31;45,57;0
10400;62442;73197;DebtCon;ProfExe;8,00;0;0;47,61;1;24;38,88;0
10400;56610;86831;HomeImp;Other;19,00;0;0;190,08;0;28;24,60;0
10400;21235;40116;DebtCon;Other;3,00;0;0;0,00;0;0;36,91;0
10400;64904;76767;DebtCon;Office;11,00;0;0;245,02;4;37;41,42;0
10400;64336;77564;DebtCon;Office;4,00;2;3;188,78;2;30;39,70;0
10400;37233;52320;DebtCon;Other;15,00;0;0;88,68;0;11;31,06;0
10400;57816;82047;HomeImp;Other;3,00;0;1;176,66;0;12;30,67;0
10400;51200;76125;DebtCon;Other;12,00;0;0;132,37;0;16;0,00;1
10400;39821;54040;HomeImp;Mgr;21,00;1;0;231,61;1;18;36,44;0
10400;78320;100017;DebtCon;Other;10,00;0;0;167,42;4;21;41,97;0
10400;42714;72322;DebtCon;Other;12,00;0;0;105,07;6;15;41,26;1
10400;45710;55299;DebtCon;Office;0,00;0;0;166,37;0;20;34,54;0
10400;11426;69294;DebtCon;ProfExe;20,00;0;1;396,93;1;11;20,29;0
10500;0;53907;HomeImp;Other;10,00;0;0;308,21;2;13;34,41;0
10500;60145;63268;HomeImp;Other;4,00;0;0;122,50;0;34;36,74;0
10500;154434;179486;HomeImp;Office;5,00;0;0;182,35;1;55;34,98;0
10500;64331;65040;HomeImp;Other;4,00;0;0;66,54;1;20;42,33;0
10500;0;73388;HomeImp;Other;0,00;0;0;367,23;0;7;36,84;0
10500;13694;87580;DebtCon;Other;8,00;0;0;258,55;0;14;20,26;0
10500;26000;39000;DebtCon;Other;9,00;0;1;152,23;7;29;0,00;0
10500;88829;114962;DebtCon;Other;13,00;0;0;206,21;3;15;37,86;0
10500;53537;66674;DebtCon;Office;4,00;0;0;83,50;2;11;37,10;0
10500;41467;58329;DebtCon;Mgr;2,00;0;0;187,71;0;22;27,86;0
10500;57880;66802;DebtCon;Other;2,00;0;0;94,60;8;21;45,46;1
10500;63130;71387;DebtCon;Other;3,00;0;2;305,56;0;10;32,18;0
10500;57372;67960;DebtCon;ProfExe;1,50;0;0;158,27;2;35;0,00;0
10500;0;18600;HomeImp;Other;24,00;0;0;0,00;0;0;0,00;1
10500;74000;89000;DebtCon;Mgr;6,00;0;0;138,03;2;27;0,00;0
10500;41500;56247;DebtCon;Other;8,00;0;1;70,03;2;24;0,00;1
10500;69656;88198;DebtCon;Office;15,00;0;0;97,32;0;8;27,32;0
10500;89000;268000;HomeImp;ProfExe;0,00;4;0;120,80;2;15;0,00;1
10500;42003;53754;DebtCon;Other;16,00;0;0;84,55;0;12;32,34;0
10500;76729;102287;HomeImp;ProfExe;5,00;0;0;89,06;1;33;38,45;0
10500;74814;98132;HomeImp;ProfExe;8,00;0;0;164,33;0;34;32,38;0
10500;55267;65160;DebtCon;Other;1,00;0;0;108,28;8;22;47,08;1
10500;34044;55784;DebtCon;Other;10,00;0;0;245,13;1;32;36,35;0
10500;27180;86978;HomeImp;ProfExe;22,00;0;0;230,72;0;10;25,75;0
10600;47701;66500;DebtCon;Other;10,00;0;0;103,01;0;23;37,31;0
10600;37742;64334;DebtCon;Mgr;0,00;0;0;0,00;0;0;37,54;0
10600;80386;106526;HomeImp;ProfExe;1,00;0;0;64,07;1;19;34,10;0
10600;31216;44716;DebtCon;Other;8,00;0;1;149,19;6;29;37,88;0
10600;82894;124359;HomeImp;Other;7,00;0;0;0,00;0;0;40,33;0
10600;54344;92742;HomeImp;Other;19,00;0;0;171,21;0;28;24,55;0
10600;39061;50225;DebtCon;Other;15,00;0;0;77,11;0;12;32,59;0
10600;61294;82646;DebtCon;ProfExe;5,00;0;4;87,86;2;13;36,40;1
10600;46589;64559;HomeImp;Other;8,00;0;0;85,23;2;33;40,45;0
10600;28264;86546;HomeImp;ProfExe;20,00;0;0;244,14;0;11;24,20;0
10600;44696;57686;DebtCon;Office;0,00;0;0;170,34;0;20;37,79;0
10600;61513;73143;DebtCon;ProfExe;2,00;0;0;164,57;2;34;43,20;0
10600;82365;100272;DebtCon;ProfExe;3,00;1;0;122,48;0;26;33,65;0
10600;81151;200459;HomeImp;Self;14,00;0;0;9,53;0;7;21,22;0
10600;62909;81411;HomeImp;Other;15,00;0;0;238,31;1;35;34,68;0
10600;53200;71000;DebtCon;ProfExe;2,00;0;0;224,23;5;39;0,00;1
10600;22000;35200;DebtCon;Mgr;13,00;0;0;90,33;5;14;0,00;1
10600;56814;66692;DebtCon;Mgr;10,00;0;0;107,37;1;18;32,63;0
10600;136820;201820;DebtCon;ProfExe;2,00;0;0;68,35;1;22;38,07;0
10600;50662;62491;DebtCon;Other;0,00;0;0;197,71;1;13;26,25;0
10600;43676;61576;DebtCon;Other;6,00;0;0;84,84;1;10;30,87;0
10600;66590;77465;HomeImp;Other;1,00;1;0;110,77;0;6;39,74;0
10600;46972;80147;HomeImp;Office;12,00;3;0;244,23;2;29;32,66;0
10600;63245;82041;DebtCon;Office;3,00;1;3;184,57;3;29;38,22;0
10600;73844;107640;HomeImp;ProfExe;3,00;0;0;92,98;0;34;37,32;0
10600;120137;137090;DebtCon;ProfExe;17,00;0;1;173,69;0;33;30,96;0
10600;80397;203341;HomeImp;Self;14,00;0;0;11,96;0;7;18,73;0
10600;83217;101359;DebtCon;Mgr;1,00;0;0;54,75;2;24;40,76;0
10600;27666;56218;HomeImp;Other;3,00;0;0;249,85;0;10;39,53;0
10600;64546;84576;DebtCon;Other;0,00;0;0;173,63;0;35;28,97;0
10600;48018;68963;DebtCon;Mgr;2,00;0;0;186,76;1;16;30,66;0
10600;56352;75277;DebtCon;Office;5,00;0;0;98,38;2;15;26,24;0
10600;72022;82238;DebtCon;Office;5,00;1;2;181,77;3;30;39,59;0
10600;58701;67967;DebtCon;Mgr;10,00;0;0;116,53;1;19;31,54;0
10700;85198;107044;HomeImp;ProfExe;0,00;0;0;66,76;0;19;36,85;0
10700;56197;79272;HomeImp;Other;18,00;0;0;218,98;1;16;34,02;0
10700;126751;184554;DebtCon;Other;8,00;0;0;225,87;0;19;34,14;0
10700;48322;64383;DebtCon;Other;0,00;1;0;185,26;2;12;28,03;0
10700;83650;203720;HomeImp;Self;11,00;0;0;13,59;0;8;19,59;0
10700;124330;176350;DebtCon;Other;8,00;0;0;222,63;1;19;33,96;0
10700;55341;78062;HomeImp;Other;3,00;0;1;192,60;0;12;28,83;0
10700;55043;68609;DebtCon;Other;2,00;0;0;46,27;1;17;25,45;1
10700;73996;92766;DebtCon;Office;15,00;0;1;102,15;0;9;25,38;0
10700;59588;69166;HomeImp;Other;6,00;0;0;133,91;0;17;36,18;0
10700;49573;68125;DebtCon;Other;2,00;0;0;223,20;0;10;0,00;0
10700;122000;148000;DebtCon;ProfExe;0,70;0;0;165,33;7;29;0,00;1
10700;34000;49756;HomeImp;Other;0,90;1;0;230,30;8;8;0,00;1
10700;67523;85560;DebtCon;Sales;5,00;0;0;126,84;0;35;26,00;0
10700;41144;59375;DebtCon;Other;2,00;0;0;73,60;1;18;0,00;1
10700;50210;64838;HomeImp;Other;9,00;0;0;95,04;2;34;40,40;0
10700;54091;67661;HomeImp;Other;27,00;0;2;188,53;0;24;38,59;0
10700;147477;181050;HomeImp;Office;6,00;0;0;190,02;1;55;34,70;0
10700;115118;124198;DebtCon;Self;6,00;1;0;174,34;0;19;31,76;0
10700;110789;126781;DebtCon;Self;6,00;0;1;178,64;0;19;31,89;0
10700;51224;70399;DebtCon;Mgr;5,00;0;0;110,68;0;23;42,94;0
10700;67065;96171;DebtCon;Office;9,00;0;0;205,01;3;28;41,59;0
10700;29569;47842;DebtCon;Other;12,00;0;1;144,82;7;28;36,78;0
10800;199000;226000;HomeImp;ProfExe;11,00;0;0;236,37;0;22;0,00;0
10800;64305;107374;DebtCon;ProfExe;9,00;0;0;97,86;0;36;37,00;1
10800;32870;61572;DebtCon;Mgr;0,00;0;0;0,00;0;0;38,49;0
10800;35602;73077;DebtCon;Self;0,00;0;1;179,90;1;20;53,58;1
10800;11950;46780;HomeImp;Office;24,00;0;0;268,90;0;20;0,00;0
10800;70214;83882;DebtCon;Office;4,00;1;2;172,80;3;30;38,59;0
10800;49254;80527;HomeImp;Other;2,00;0;2;202,54;0;13;29,55;0
10800;44355;57742;HomeImp;Other;20,00;0;1;129,73;0;22;38,04;0
10800;125732;184667;DebtCon;Other;7,00;0;0;212,22;0;19;33,92;0
10800;31149;67239;DebtCon;Mgr;0,00;0;0;0,00;0;0;35,27;0
10800;80203;98731;DebtCon;Other;4,00;0;0;113,43;2;31;41,47;0
10800;64181;70996;DebtCon;Other;4,00;0;0;171,76;2;17;33,23;0
10800;57892;78900;DebtCon;ProfExe;15,00;0;3;329,17;1;14;0,00;1
10800;75000;87400;HomeImp;Other;7,00;1;0;101,47;2;19;0,00;1
10800;52600;66700;DebtCon;ProfExe;2,00;0;0;110,57;5;26;0,00;1
10800;75378;86060;DebtCon;Mgr;6,00;0;0;102,67;0;23;30,10;0
10800;67740;108135;DebtCon;Office;11,00;0;0;163,27;1;12;38,38;0
10800;194485;228670;HomeImp;ProfExe;1,00;0;0;75,46;0;4;28,37;1
10800;56477;94980;HomeImp;Other;17,00;0;0;179,92;0;28;25,21;0
10800;78898;86567;DebtCon;ProfExe;9,00;0;0;179,83;0;12;40,29;0
10800;59469;69834;DebtCon;Other;3,00;0;0;308,76;0;9;34,10;0
10800;61791;78361;DebtCon;Office;5,00;0;0;94,52;2;15;28,09;0
10800;24182;39750;DebtCon;ProfExe;2,00;0;0;176,83;0;36;0,00;1
10800;0;49495;HomeImp;Mgr;5,00;0;0;141,17;0;8;21,08;0
10800;83441;92148;DebtCon;Mgr;5,00;0;0;119,15;1;26;40,98;0
10800;49953;75322;DebtCon;Other;0,00;0;0;58,89;8;21;23,88;0
10800;67171;82138;HomeImp;Other;2,00;0;0;89,12;0;6;38,80;0
10800;13365;66979;HomeImp;Other;9,00;2;1;346,98;1;22;16,48;0
10800;89139;122571;HomeImp;Other;8,00;0;0;0,00;0;0;40,78;0
10800;42191;57224;DebtCon;Other;15,00;0;0;68,81;0;11;30,52;0
10800;61767;72668;DebtCon;ProfExe;15,00;0;0;228,99;3;32;37,91;0
10900;86754;110000;DebtCon;ProfExe;13,00;0;2;103,43;0;19;0,00;1
10900;57494;66704;DebtCon;Mgr;6,00;0;0;115,31;0;24;39,51;0
10900;49406;83074;HomeImp;Other;1,00;0;1;191,82;0;13;30,12;0
10900;22513;52355;HomeImp;Other;1,00;0;0;248,58;0;10;39,20;0
10900;0;16365;HomeImp;Other;0,00;0;0;59,55;1;2;24,20;1
10900;0;66691;HomeImp;Other;0,00;0;0;349,75;0;7;34,34;0
10900;17282;70783;DebtCon;ProfExe;19,00;0;1;404,90;0;11;23,61;0
10900;56793;68825;DebtCon;Other;3,00;0;0;225,89;0;9;34,73;0
10900;25061;35792;DebtCon;Other;3,00;0;0;0,00;0;0;37,10;0
10900;51990;76918;HomeImp;Other;0,00;0;1;180,82;0;12;29,56;0
10900;59029;76120;DebtCon;Other;2,00;0;0;231,73;0;10;36,03;0
10900;116030;125179;DebtCon;Self;6,00;0;0;177,09;0;19;33,85;0
10900;45028;61014;DebtCon;Other;10,00;0;0;72,49;0;23;35,67;0
10900;49352;56529;DebtCon;Other;7,00;0;1;78,83;2;23;36,17;1
11000;14046;34777;DebtCon;Other;5,00;0;0;256,63;0;11;22,45;0
11000;88252;112567;DebtCon;Other;11,00;0;0;224,72;2;15;39,53;0
11000;52602;61496;DebtCon;Other;13,00;0;0;107,34;0;22;37,70;0
11000;60513;110485;DebtCon;Mgr;3,00;1;1;126,77;1;17;40,03;1
11000;76958;88607;DebtCon;ProfExe;9,00;0;0;175,41;0;12;39,22;0
11000;21738;86586;HomeImp;ProfExe;20,00;0;0;241,06;0;10;25,22;0
11000;77929;102942;HomeImp;ProfExe;8,00;0;0;173,83;0;34;33,90;0
11000;89275;108653;DebtCon;Other;15,00;0;0;206,90;2;15;37,74;0
11000;57554;68222;DebtCon;ProfExe;14,00;0;0;215,43;3;32;36,57;0
11000;21780;85505;HomeImp;ProfExe;19,00;0;0;240,68;0;10;24,40;0
11000;63314;69285;DebtCon;ProfExe;15,00;0;0;244,02;3;32;36,54;0
11000;48538;63805;DebtCon;Other;9,00;0;0;88,61;0;22;38,03;0
11000;50716;61492;DebtCon;Other;3,00;0;1;90,23;0;20;38,26;0
